birth,location
1897,"Koln, Germany"
,"Będzin, Poland"
1894,"Linz, Austria"
,"Brno, Czechoslovakia"
,"Brno, Czechoslovakia"
1911,"Brno, Czechoslovakia"
,"Brno, Czechoslovakia"
,"Brno, Czechoslovakia"
1925,"Targu Jiu, Romania"
1897,"Dunaszerdahely, Czechoslovakia"
1900,"Schaarbeek, Belgium"
1907,"Tiszafured, Hungary"
1888,"Ostrowiec, Poland"
1889,"Ostrowiec, Poland"
1884,"Zalaapati, Hungary"
1915,"Benzien, Poland"
1915,"Varta, Poland"
,"Glod, Romania"
,"Monkash, Czechoslovakia"
1898,"Verkhne Vodyane, Czechoslovakia"
1898,"Beregsas, Czechoslovakia"
1896,"Beregszasz, Czechoslovakia"
1898,"Svalava, Czechoslovakia"
1889,"Uzhhorod, Czechoslovakia"
1927,"Svalava, Czechoslovakia"
,"Munkac, Czechoslovakia"
,"Munkac, Czechoslovakia"
1914,"Thessaloniki, Greece"
,"Sopockinie, Poland"
1911,"Amsterdam, The Netherlands"
1911,"Amsterdam, The Netherlands"
1890,"Bialystok, Poland"
1890,"Berettyoujfalu, Hungary"
1903,"Gyor, Hungary"
1892,"Lodz, Poland"
1881,"Kosice, Czechoslovakia"
1896,"Ragla, Romania"
1907,Poland
1880,"Ostrowiec, Poland"
1896,"Zarnowiec, Poland"
1925,
1894,"Gatka, Ukraine (USSR)"
1921,"Oradea, Romania"
1916,"Milano, Italy"
1919,"Warta, Poland"
1886,"Lodz, Poland"
1918,"Roma, Italy"
1892,"Hust, Czechoslovakia"
1894,"Miskolc, Hungary"
1903,"Miskolc, Hungary"
,"Lowcza, Poland"
1922,"Budapest, Hungary"
1908,"Cerny Ardov, Czechoslovakia"
1905,"Banja Luka, Yugoslavia"
,"Sopockinie, Poland"
1898,"Budapest, Hungary"
1900,"Kerekhegy, Czechoslovakia"
,
1910,"Sopockin, Poland"
1900,"Kispest, Hungary"
1889,"Osijek, Yugoslavia"
,"Breslau, Germany"
1894,"Tarnow, Poland"
1923,"Tarnow, Poland"
1914,"Kaunas, Lithuania"
1880,"Suchy Potok, Czechoslovakia"
1903,"Dolina, Poland"
1900,"Cakovec, Yugoslavia"
1910,"Sosnowiec, Poland"
,
1917,"Vasarosnameny, Hungary"
1887,"Vasarosnameny, Hungary"
1919,"Vasarosnameny, Hungary"
1884,"Zilina, Czechoslovakia"
1902,"Berlin, Germany"
1939,"Grosswardein, Romania"
1884,"Grosswardein, Romania"
1937,"Grosswardein, Romania"
1912,"Grosswardein, Romania"
1884,"Grosswardein, Romania"
1936,"Grosswardein, Romania"
,"Grosswardein, Romania"
1920,"Grosswardein, Romania"
1922,"Grosswardein, Romania"
1900,"Hajdu Szoboszlo, Hungary"
,"Oświęcim, Poland"
1914,"Krakow, Poland"
1903,"Bruxelles, Belgium"
1926,"Le Puid, France"
1901,
,"Ozd Ludus, Romania"
,"Nancy, France"
,"Jaszladany, Hungary"
,"Jaszladany, Hungary"
,"Szamostelek, Romania"
1915,"Lodz, Poland"
1935,"Sittard, The Netherlands"
1901,"Berlin, Germany"
1886,"Bezdan, Yugoslavia"
1927,"Amsterdam, The Netherlands"
1908,"Presov, Czechoslovakia"
1888,"Szekszard, Hungary"
1941,"Presov, Czechoslovakia"
1902,"Enschede, The Netherlands"
1909,
1909,"Sierpc, Poland"
1922,"Amsterdam, The Netherlands"
1908,"Amsterdam, The Netherlands"
,Poland
1933,"Lodz, Poland"
1912,"Lodz, Poland"
1933,"Paris, France"
1892,"Tiszaszalka, Hungary"
1910,"Amsterdam, The Netherlands"
1890,"Satmar, Romania"
,"Munkacs, Czechoslovakia"
1892,"Munkacs, Czechoslovakia"
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1884,"Grosswardein, Romania"
1936,"Grosswardein, Romania"
,"Grosswardein, Romania"
1920,"Grosswardein, Romania"
1922,"Grosswardein, Romania"
1900,"Hajdu Szoboszlo, Hungary"
,"Oświęcim, Poland"
1914,"Krakow, Poland"
1903,"Bruxelles, Belgium"
1926,"Le Puid, France"
1901,
,"Ozd Ludus, Romania"
,"Nancy, France"
,"Jaszladany, Hungary"
,"Jaszladany, Hungary"
,"Szamostelek, Romania"
1915,"Lodz, Poland"
1935,"Sittard, The Netherlands"
1901,"Berlin, Germany"
1886,"Bezdan, Yugoslavia"
1927,"Amsterdam, The Netherlands"
1908,"Presov, Czechoslovakia"
1888,"Szekszard, Hungary"
1941,"Presov, Czechoslovakia"
1902,"Enschede, The Netherlands"
1909,
1909,"Sierpc, Poland"
1922,"Amsterdam, The Netherlands"
1908,"Amsterdam, The Netherlands"
,Poland
1933,"Lodz, Poland"
1912,"Lodz, Poland"
1933,"Paris, France"
1892,"Tiszaszalka, Hungary"
1910,"Amsterdam, The Netherlands"
1890,"Satmar, Romania"
,"Munkacs, Czechoslovakia"
1892,"Munkacs, Czechoslovakia"
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
