birth,location,date
1895,"Klojzenburg, Romania",1895.01.01
1899,"Kluj, Romania",1899.01.01
1925,"Klus, Romania",1925.01.01
1903,"Klusz, Romania",1903.01.01
1883,"Kluz, Romania",1883.01.01
1902,"Kluz, Romania",1902.01.01
1925,"Koblenz, Germany",1925.01.01
1893,"Kobolkut, Romania",1893.01.01
1884,"Koeln, Germany",1884.01.01
1886,"Koeln, Germany",1886.01.01
1894,"Koeln, Germany",1894.01.01
1897,"Koeln, Germany",1897.01.01
1898,"Koeln, Germany",1898.01.01
1898,"Koeln, Germany",1898.01.01
1898,"Koeln, Germany",1898.01.01
1906,"Koeln, Germany",1906.01.01
1918,"Koeln, Germany",1918.01.01
1922,"Koeln, Germany",1922.01.01
1923,"Koeln, Germany",1923.01.01
1923,"Koeln, Germany",1923.01.01
1925,"Koeln, Germany",1925.01.01
1901,"Koenigsberg,",1901.01.01
1901,"Koenigsberg, Germany",1901.01.01
1895,"Koethen, Germany",1895.01.01
1901,"Koka, Hungary",1901.01.01
1897,"Kolbuszowa, Poland",1897.01.01
1897,"Koln, Germany",1897.01.01
1898,"Koln, Germany",1898.01.01
1898,"Koln, Germany",1898.01.01
1908,"Koln, Germany",1908.01.01
1923,"Koln, Germany",1923.01.01
1925,"Koln, Germany",1925.01.01
1902,"Kolo, Poland",1902.01.01
1924,"Kolocava, Czechoslovakia",1924.01.01
1890,"Kolofsar, Romania",1890.01.01
1897,"Kolomyja, Poland",1897.01.01
1850,"Koloszvar, Romania",1850.01.01
1910,"Koloszvar, Romania",1910.01.01
1898,"Kolozs, Romania",1898.01.01
1860,"Kolozsvar, Romania",1860.01.01
1886,"Kolozsvar, Romania",1886.01.01
1889,"Kolozsvar, Romania",1889.01.01
1891,"Kolozsvar, Romania",1891.01.01
1894,"Kolozsvar, Romania",1894.01.01
1894,"Kolozsvar, Romania",1894.01.01
1895,"Kolozsvar, Romania",1895.01.01
1896,"Kolozsvar, Romania",1896.01.01
1900,"Kolozsvar, Romania",1900.01.01
1900,"Kolozsvar, Romania",1900.01.01
1904,"Kolozsvar, Romania",1904.01.01
1906,"Kolozsvar, Romania",1906.01.01
1910,"Kolozsvar, Romania",1910.01.01
1914,"Kolozsvar, Romania",1914.01.01
1915,"Kolozsvar, Romania",1915.01.01
1917,"Kolozsvar, Romania",1917.01.01
1918,"Kolozsvar, Romania",1918.01.01
1920,"Kolozsvar, Romania",1920.01.01
1921,"Kolozsvar, Romania",1921.01.01
1927,"Kolozsvar, Romania",1927.01.01
1934,"Kolozsvar, Romania",1934.01.01
1855,"Komad,",1855.01.01
1864,"Komad,",1864.01.01
1889,"Komad,",1889.01.01
1889,"Komadi, Hungary",1889.01.01
1889,"Komadi, Hungary",1889.01.01
1924,"Komadi, Hungary",1924.01.01
1914,"Komarno, Czechoslovakia",1914.01.01
1880,"Komarno, Poland",1880.01.01
1912,"Komarno, Poland",1912.01.01
1913,"Komarno, Poland",1913.01.01
1912,"Komarom, Czechoslovakia",1912.01.01
1879,"Komarom, Hungary",1879.01.01
1917,"Komarom, Hungary",1917.01.01
1897,"Komorzan, Romania",1897.01.01
1883,"Korbach, Germany",1883.01.01
1884,"Korbach, Germany",1884.01.01
1886,"Kormend, Hungary",1886.01.01
1900,"Kormend, Hungary",1900.01.01
1900,"Kormend, Hungary",1900.01.01
1930,"Kormend, Hungary",1930.01.01
1932,"Kormend, Hungary",1932.01.01
1899,"Koroshegy, Hungary",1899.01.01
1901,"Koselovo, Czechoslovakia",1901.01.01
1922,"Koselovo, Czechoslovakia",1922.01.01
1875,"Kosice, Czechoslovakia",1875.01.01
1877,"Kosice, Czechoslovakia",1877.01.01
1881,"Kosice, Czechoslovakia",1881.01.01
1885,"Kosice, Czechoslovakia",1885.01.01
1885,"Kosice, Czechoslovakia",1885.01.01
1886,"Kosice, Czechoslovakia",1886.01.01
1893,"Kosice, Czechoslovakia",1893.01.01
1894,"Kosice, Czechoslovakia",1894.01.01
1899,"Kosice, Czechoslovakia",1899.01.01
1905,"Kosice, Czechoslovakia",1905.01.01
1906,"Kosice, Czechoslovakia",1906.01.01
1906,"Kosice, Czechoslovakia",1906.01.01
1908,"Kosice, Czechoslovakia",1908.01.01
1908,"Kosice, Czechoslovakia",1908.01.01
1909,"Kosice, Czechoslovakia",1909.01.01
1910,"Kosice, Czechoslovakia",1910.01.01
1911,"Kosice, Czechoslovakia",1911.01.01
1919,"Kosice, Czechoslovakia",1919.01.01
1924,"Kosice, Czechoslovakia",1924.01.01
1925,"Kosice, Czechoslovakia",1925.01.01
1928,"Kosice, Czechoslovakia",1928.01.01
1930,"Kosice, Czechoslovakia",1930.01.01
1934,"Kosice, Czechoslovakia",1934.01.01
1936,"Kosice, Czechoslovakia",1936.01.01
1923,"Kosovska Polana, Czechoslovakia",1923.01.01
1925,"Kosovska Polana, Czechoslovakia",1925.01.01
1930,"Kosovska Polana, Czechoslovakia",1930.01.01
1928,"Kosovska Poliana, Czechoslovakia",1928.01.01
1923,"Kosow, Poland",1923.01.01
1912,"Kossuth, Czechoslovakia",1912.01.01
1882,"Kovacsvagas,",1882.01.01
1906,"Kovno, Lithuania",1906.01.01
1900,"Kowno, Lithuania",1900.01.01
1919,"Kowno, Lithuania",1919.01.01
1923,"Kozieglowy, Poland",1923.01.01
1890,"Kozienice, Poland",1890.01.01
1903,"Kozienice, Poland",1903.01.01
1935,"Kozienice, Poland",1935.01.01
1890,"Krakau, Poland",1890.01.01
1905,"Krakau, Poland",1905.01.01
1885,"Krakow, Poland",1885.01.01
1893,"Krakow, Poland",1893.01.01
1893,"Krakow, Poland",1893.01.01
1896,"Krakow, Poland",1896.01.01
1899,"Krakow, Poland",1899.01.01
1900,"Krakow, Poland",1900.01.01
1900,"Krakow, Poland",1900.01.01
1900,"Krakow, Poland",1900.01.01
1900,"Krakow, Poland",1900.01.01
1901,"Krakow, Poland",1901.01.01
1901,"Krakow, Poland",1901.01.01
1902,"Krakow, Poland",1902.01.01
1903,"Krakow, Poland",1903.01.01
1903,"Krakow, Poland",1903.01.01
1904,"Krakow, Poland",1904.01.01
1905,"Krakow, Poland",1905.01.01
1905,"Krakow, Poland",1905.01.01
1906,"Krakow, Poland",1906.01.01
1907,"Krakow, Poland",1907.01.01
1908,"Krakow, Poland",1908.01.01
1910,"Krakow, Poland",1910.01.01
1913,"Krakow, Poland",1913.01.01
1914,"Krakow, Poland",1914.01.01
1914,"Krakow, Poland",1914.01.01
1914,"Krakow, Poland",1914.01.01
1915,"Krakow, Poland",1915.01.01
1916,"Krakow, Poland",1916.01.01
1923,"Krakow, Poland",1923.01.01
1924,"Krakow, Poland",1924.01.01
1925,"Krakow, Poland",1925.01.01
1926,"Krakow, Poland",1926.01.01
1927,"Krakow, Poland",1927.01.01
1929,"Krakow, Poland",1929.01.01
1936,"Krakow, Poland",1936.01.01
1878,"Kralov Chlumec, Czechoslovakia",1878.01.01
1879,"Kralov Chlumec, Czechoslovakia",1879.01.01
1901,"Kralov Chlumec, Czechoslovakia",1901.01.01
1908,"Kralov Chlumec, Czechoslovakia",1908.01.01
1912,"Kralov Chlumec, Czechoslovakia",1912.01.01
1920,"Kralov Chlumec, Czechoslovakia",1920.01.01
1899,"Kralovo nad Tisou, Czechoslovakia",1899.01.01
1926,"Kralovo nad Tisou, Czechoslovakia",1926.01.01
1904,"Kralovsky Chlumec, Czechoslovakia",1904.01.01
1901,"Kralupy, Czechoslovakia",1901.01.01
1898,"Kraszna, Romania",1898.01.01
1901,"Kraszna, Romania",1901.01.01
1902,"Kraszna, Romania",1902.01.01
1868,"Krechinitz, Romania",1868.01.01
1934,"Krecsenew, Romania",1934.01.01
1872,"Krefeld, Germany",1872.01.01
1918,"Krinikev, Czechoslovakia",1918.01.01
1894,"Krnov, Czechoslovakia",1894.01.01
1901,"Kronikev, Czechoslovakia",1901.01.01
1921,"Krosniewice, Poland",1921.01.01
1928,"Krzepice, Poland",1928.01.01
1912,"Kszanov, Poland",1912.01.01
1874,"Kulpin, Yugoslavia",1874.01.01
1915,"Kunagota, Hungary",1915.01.01
1903,"Kunhegyes, Hungary",1903.01.01
1903,"Kunmadaras, Hungary",1903.01.01
1920,"Kunow, Poland",1920.01.01
1893,"Kusaj, Romania",1893.01.01
1928,"Kusaj, Romania",1928.01.01
1938,"Kutna Hora, Czechoslovakia",1938.01.01
1920,"La Spezia, Italy",1920.01.01
1865,"Lackenbach, Austria",1865.01.01
1894,"Lagow, Poland",1894.01.01
1902,"Lajosmizse, Hungary",1902.01.01
1887,"Landau in der Pfalz, Germany",1887.01.01
1904,"Lank, Germany",1904.01.01
1900,"Lanka Puszta, Romania",1900.01.01
1933,"Lanka Puszta, Romania",1933.01.01
1908,"Lapi, Poland",1908.01.01
1889,"Laposz, Romania",1889.01.01
1924,"Larissa, Greece",1924.01.01
1931,"Larissa, Greece",1931.01.01
1935,"Larissa, Greece",1935.01.01
1939,"Larissa, Greece",1939.01.01
1912,"Lask, Poland",1912.01.01
1922,"Lask, Poland",1922.01.01
1926,"Le Puid, France",1926.01.01
1926,"Le Puid, France",1926.01.01
1912,"Leer, Germany",1912.01.01
1912,"Leer, Germany",1912.01.01
1918,"Leiden, The Netherlands",1918.01.01
1896,"Leipzig Connewitz, Germany",1896.01.01
1887,"Leipzig, Germany",1887.01.01
1891,"Leipzig, Germany",1891.01.01
1891,"Leipzig, Germany",1891.01.01
1891,"Leipzig, Germany",1891.01.01
1892,"Leipzig, Germany",1892.01.01
1900,"Leipzig, Germany",1900.01.01
1901,"Leipzig, Germany",1901.01.01
1903,"Leipzig, Germany",1903.01.01
1904,"Leipzig, Germany",1904.01.01
1910,"Leipzig, Germany",1910.01.01
1913,"Leipzig, Germany",1913.01.01
1922,"Leipzig, Germany",1922.01.01
1929,"Leipzig, Germany",1929.01.01
1929,"Leipzig, Germany",1929.01.01
1929,"Leipzig, Germany",1929.01.01
1897,"Lemberg, Poland",1897.01.01
1897,"Lemgo, Germany",1897.01.01
1908,"Lendava, Yugoslavia",1908.01.01
1919,"Letenye, Hungary",1919.01.01
1892,"Levice, Czechoslovakia",1892.01.01
1896,"Levice, Czechoslovakia",1896.01.01
1905,"Liège, Belgium",1905.01.01
1924,"Liège, Belgium",1924.01.01
1928,"Liège, Belgium",1928.01.01
1918,"Libau, Latvia",1918.01.01
1892,"Linhartovce, Czechoslovakia",1892.01.01
1894,"Linz, Austria",1894.01.01
1914,"Lion, France",1914.01.01
1913,"Lipcse, Czechoslovakia",1913.01.01
1915,"Lipno, Poland",1915.01.01
1896,"Lippstadt, Germany",1896.01.01
1902,"Lipsa, Czechoslovakia",1902.01.01
1885,"Lipsha, Czechoslovakia",1885.01.01
1898,"Liptovsky Mikulas, Czechoslovakia",1898.01.01
1876,"Lissa, Poland",1876.01.01
1872,Lithuania,1872.01.01
1907,"Litomerice, Czechoslovakia",1907.01.01
1876,"Livorno, Italy",1876.01.01
1924,"Livorno, Italy",1924.01.01
1895,"Ljuta, Czechoslovakia",1895.01.01
1924,"Ljuta, Czechoslovakia",1924.01.01
1921,"Lochem, The Netherlands",1921.01.01
1882,"Lodz, Poland",1882.01.01
1885,"Lodz, Poland",1885.01.01
1886,"Lodz, Poland",1886.01.01
1888,"Lodz, Poland",1888.01.01
1888,"Lodz, Poland",1888.01.01
1888,"Lodz, Poland",1888.01.01
1889,"Lodz, Poland",1889.01.01
1889,"Lodz, Poland",1889.01.01
1889,"Lodz, Poland",1889.01.01
1889,"Lodz, Poland",1889.01.01
1891,"Lodz, Poland",1891.01.01
1892,"Lodz, Poland",1892.01.01
1892,"Lodz, Poland",1892.01.01
1892,"Lodz, Poland",1892.01.01
1892,"Lodz, Poland",1892.01.01
1892,"Lodz, Poland",1892.01.01
1893,"Lodz, Poland",1893.01.01
1893,"Lodz, Poland",1893.01.01
1893,"Lodz, Poland",1893.01.01
1893,"Lodz, Poland",1893.01.01
1894,"Lodz, Poland",1894.01.01
1895,"Lodz, Poland",1895.01.01
1895,"Lodz, Poland",1895.01.01
1895,"Lodz, Poland",1895.01.01
1895,"Lodz, Poland",1895.01.01
1895,"Lodz, Poland",1895.01.01
1895,"Lodz, Poland",1895.01.01
1896,"Lodz, Poland",1896.01.01
1896,"Lodz, Poland",1896.01.01
1898,"Lodz, Poland",1898.01.01
1898,"Lodz, Poland",1898.01.01
1898,"Lodz, Poland",1898.01.01
1898,"Lodz, Poland",1898.01.01
1899,"Lodz, Poland",1899.01.01
1899,"Lodz, Poland",1899.01.01
1899,"Lodz, Poland",1899.01.01
1900,"Lodz, Poland",1900.01.01
1900,"Lodz, Poland",1900.01.01
1900,"Lodz, Poland",1900.01.01
1900,"Lodz, Poland",1900.01.01
1900,"Lodz, Poland",1900.01.01
1900,"Lodz, Poland",1900.01.01
1901,"Lodz, Poland",1901.01.01
1902,"Lodz, Poland",1902.01.01
1902,"Lodz, Poland",1902.01.01
1902,"Lodz, Poland",1902.01.01
1902,"Lodz, Poland",1902.01.01
1902,"Lodz, Poland",1902.01.01
1904,"Lodz, Poland",1904.01.01
1904,"Lodz, Poland",1904.01.01
1904,"Lodz, Poland",1904.01.01
1905,"Lodz, Poland",1905.01.01
1905,"Lodz, Poland",1905.01.01
1905,"Lodz, Poland",1905.01.01
1905,"Lodz, Poland",1905.01.01
1907,"Lodz, Poland",1907.01.01
1908,"Lodz, Poland",1908.01.01
1908,"Lodz, Poland",1908.01.01
1908,"Lodz, Poland",1908.01.01
1908,"Lodz, Poland",1908.01.01
1908,"Lodz, Poland",1908.01.01
1908,"Lodz, Poland",1908.01.01
1909,"Lodz, Poland",1909.01.01
1909,"Lodz, Poland",1909.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1910,"Lodz, Poland",1910.01.01
1912,"Lodz, Poland",1912.01.01
1912,"Lodz, Poland",1912.01.01
1912,"Lodz, Poland",1912.01.01
1913,"Lodz, Poland",1913.01.01
1913,"Lodz, Poland",1913.01.01
1914,"Lodz, Poland",1914.01.01
1914,"Lodz, Poland",1914.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1915,"Lodz, Poland",1915.01.01
1917,"Lodz, Poland",1917.01.01
1917,"Lodz, Poland",1917.01.01
1918,"Lodz, Poland",1918.01.01
1918,"Lodz, Poland",1918.01.01
1918,"Lodz, Poland",1918.01.01
1919,"Lodz, Poland",1919.01.01
1919,"Lodz, Poland",1919.01.01
1919,"Lodz, Poland",1919.01.01
1920,"Lodz, Poland",1920.01.01
1921,"Lodz, Poland",1921.01.01
1921,"Lodz, Poland",1921.01.01
1922,"Lodz, Poland",1922.01.01
1922,"Lodz, Poland",1922.01.01
1922,"Lodz, Poland",1922.01.01
1922,"Lodz, Poland",1922.01.01
1923,"Lodz, Poland",1923.01.01
1923,"Lodz, Poland",1923.01.01
1923,"Lodz, Poland",1923.01.01
1924,"Lodz, Poland",1924.01.01
1924,"Lodz, Poland",1924.01.01
1924,"Lodz, Poland",1924.01.01
1924,"Lodz, Poland",1924.01.01
1925,"Lodz, Poland",1925.01.01
1925,"Lodz, Poland",1925.01.01
1926,"Lodz, Poland",1926.01.01
1927,"Lodz, Poland",1927.01.01
1927,"Lodz, Poland",1927.01.01
1928,"Lodz, Poland",1928.01.01
1928,"Lodz, Poland",1928.01.01
1928,"Lodz, Poland",1928.01.01
1929,"Lodz, Poland",1929.01.01
1930,"Lodz, Poland",1930.01.01
1932,"Lodz, Poland",1932.01.01
1933,"Lodz, Poland",1933.01.01
1933,"Lodz, Poland",1933.01.01
1933,"Lodz, Poland",1933.01.01
1935,"Lodz, Poland",1935.01.01
1909,"Lodzh, Poland",1909.01.01
1870,"Loesnich Mosel, Germany",1870.01.01
1880,"Lohra, Germany",1880.01.01
1883,"Lohra, Germany",1883.01.01
1890,"Louky, Czechoslovakia",1890.01.01
1912,"Lucenec, Czechoslovakia",1912.01.01
1916,"Lucky Velikije, Czechoslovakia",1916.01.01
1910,"Luenen, Germany",1910.01.01
1916,"Lunca Bradului, Romania",1916.01.01
1893,"Lunca de Mijloc, Romania",1893.01.01
1897,"Lunca de Mijloc, Romania",1897.01.01
1926,"Luneville, France",1926.01.01
1906,"Lwow, Poland",1906.01.01
1900,"Lyon, France",1900.01.01
1900,"Lyon, France",1900.01.01
1903,"Lyon, France",1903.01.01
1909,"Lyon, France",1909.01.01
1917,"Maciejow, Poland",1917.01.01
1927,"Mad, Hungary",1927.01.01
1896,"Maehrisch Ostrau, Czechoslovakia",1896.01.01
1893,"Magdeburg Sudenburg, Germany",1893.01.01
1887,"Magdeburg, Germany",1887.01.01
1912,"Magendorf, Czechoslovakia",1912.01.01
1889,"Magnuszew, Poland",1889.01.01
1896,"Magura Ilvei, Romania",1896.01.01
1899,"Magura Ilvei, Romania",1899.01.01
1900,"Magura Ilvei, Romania",1900.01.01
1918,"Magura Ilvei, Romania",1918.01.01
1910,"Magyarcsaholy, Romania",1910.01.01
1935,"Magyarcsaholy, Romania",1935.01.01
1903,"Mahoof, Poland",1903.01.01
1876,"Mako,",1876.01.01
1895,"Mako, Hungary",1895.01.01
1896,"Mako, Hungary",1896.01.01
1919,"Mako, Hungary",1919.01.01
1920,"Mako, Hungary",1920.01.01
1926,"Mako, Hungary",1926.01.01
1925,"Mala Dobron, Czechoslovakia",1925.01.01
1925,"Mala Dobron, Czechoslovakia",1925.01.01
1905,"Manja, Romania",1905.01.01
1871,"Mannheim, Germany",1871.01.01
1886,"Mannheim, Germany",1886.01.01
1889,"Mannheim, Germany",1889.01.01
1891,"Mannheim, Germany",1891.01.01
1895,"Mannheim, Germany",1895.01.01
1912,"Mannheim, Germany",1912.01.01
1914,"Mannheim, Germany",1914.01.01
1922,"Mannheim, Germany",1922.01.01
1922,"Mannheim, Germany",1922.01.01
1922,"Mannheim, Germany",1922.01.01
1924,"Mannheim, Germany",1924.01.01
1886,"Maramaros Sighet, Romania",1886.01.01
1884,"Maramaros Sziget, Romania",1884.01.01
1930,"Maramaros Sziget, Romania",1930.01.01
1882,"Maramarossziget, Romania",1882.01.01
1920,"Maramarossziget, Romania",1920.01.01
1922,"Maramarossziget, Romania",1922.01.01
1929,"Maramarossziget, Romania",1929.01.01
1875,"Marghita, Romania",1875.01.01
1877,"Marghita, Romania",1877.01.01
1880,"Marghita, Romania",1880.01.01
1889,"Marghita, Romania",1889.01.01
1890,"Marghita, Romania",1890.01.01
1900,"Marghita, Romania",1900.01.01
1920,"Marghita, Romania",1920.01.01
1929,"Marghita, Romania",1929.01.01
1936,"Marghita, Romania",1936.01.01
1943,"Marghita, Romania",1943.01.01
1894,"Margita, Romania",1894.01.01
1893,"Margitta, Romania",1893.01.01
1924,"Margitta, Romania",1924.01.01
1884,"Marmaros Sighet, Romania",1884.01.01
1890,"Marmaros, Romania",1890.01.01
1903,"Marmarossziget, Romania",1903.01.01
1928,"Marmures Siget, Romania",1928.01.01
1898,"Maros Vasarhely, Romania",1898.01.01
1916,"Marosvaraljhely, Romania",1916.01.01
1930,"Marosvasarhej, Romania",1930.01.01
1896,"Marosvasarhely, Romania",1896.01.01
1900,"Marosvasarhely, Romania",1900.01.01
1926,"Marosvasarhely, Romania",1926.01.01
1928,"Marosvasarhely, Romania",1928.01.01
1935,"Marosvasarhely, Romania",1935.01.01
1908,"Marseille, France",1908.01.01
1916,"Marseille, France",1916.01.01
1868,"Matei, Romania",1868.01.01
1875,"Mateszalka, Hungary",1875.01.01
1876,"Mateszalka, Hungary",1876.01.01
1891,"Mateszalka, Hungary",1891.01.01
1895,"Mateszalka, Hungary",1895.01.01
1895,"Mateszalka, Hungary",1895.01.01
1897,"Mateszalka, Hungary",1897.01.01
1925,"Mateszalka, Hungary",1925.01.01
1928,"Mateszalka, Hungary",1928.01.01
1929,"Mateszalka, Hungary",1929.01.01
1887,"Matovce pri Kapusany, Czechoslovakia",1887.01.01
1895,"Mehlem, Germany",1895.01.01
1877,"Meinerzhagen, Germany",1877.01.01
1884,"Meinerzhagen, Germany",1884.01.01
1907,"Merasice, Czechoslovakia",1907.01.01
1915,"Merk, Hungary",1915.01.01
1925,"Merk, Hungary",1925.01.01
1905,"Metz, France",1905.01.01
1911,"Metz, France",1911.01.01
1901,"Mezocsat, Hungary",1901.01.01
1917,"Mezocsat, Hungary",1917.01.01
1921,"Mezocsat, Hungary",1921.01.01
1931,"Mezocsat, Hungary",1931.01.01
1935,"Mezocsat, Hungary",1935.01.01
1936,"Mezocsat, Hungary",1936.01.01
1940,"Mezocsat, Hungary",1940.01.01
1883,"Mezokaszony, Czechoslovakia",1883.01.01
1913,"Mezokeresztes, Hungary",1913.01.01
1921,"Mezokovesd, Hungary",1921.01.01
1929,"Mezokovesd, Hungary",1929.01.01
1892,"Mezotur, Hungary",1892.01.01
1930,"Mezotur, Hungary",1930.01.01
1885,"Michalovce, Czechoslovakia",1885.01.01
1903,"Michalovce, Czechoslovakia",1903.01.01
1890,"Miechow, Poland",1890.01.01
1890,"Mielec, Poland",1890.01.01
1900,"Mielec, Poland",1900.01.01
1898,"Mihalyfalva, Romania",1898.01.01
1901,"Mihalyfalva, Romania",1901.01.01
1907,"Mihalyfalva, Romania",1907.01.01
1897,"Mikolow, Poland",1897.01.01
1931,"Mikow, Poland",1931.01.01
1895,"Mikowow, Poland",1895.01.01
1924,"Milan, Italy",1924.01.01
1887,"Milano, Italy",1887.01.01
1900,"Milano, Italy",1900.01.01
1916,"Milano, Italy",1916.01.01
1924,"Milano, Italy",1924.01.01
1889,"Minden, Germany",1889.01.01
1893,"Minden, Germany",1893.01.01
1898,"Misca, Romania",1898.01.01
1925,"Misca, Romania",1925.01.01
1873,"Miskolc, Hungary",1873.01.01
1879,"Miskolc, Hungary",1879.01.01
1885,"Miskolc, Hungary",1885.01.01
1885,"Miskolc, Hungary",1885.01.01
1886,"Miskolc, Hungary",1886.01.01
1893,"Miskolc, Hungary",1893.01.01
1894,"Miskolc, Hungary",1894.01.01
1896,"Miskolc, Hungary",1896.01.01
1898,"Miskolc, Hungary",1898.01.01
1899,"Miskolc, Hungary",1899.01.01
1900,"Miskolc, Hungary",1900.01.01
1900,"Miskolc, Hungary",1900.01.01
1903,"Miskolc, Hungary",1903.01.01
1904,"Miskolc, Hungary",1904.01.01
1910,"Miskolc, Hungary",1910.01.01
1912,"Miskolc, Hungary",1912.01.01
1914,"Miskolc, Hungary",1914.01.01
1918,"Miskolc, Hungary",1918.01.01
1920,"Miskolc, Hungary",1920.01.01
1922,"Miskolc, Hungary",1922.01.01
1923,"Miskolc, Hungary",1923.01.01
1929,"Miskolc, Hungary",1929.01.01
1932,"Miskolc, Hungary",1932.01.01
1929,"Mislowice, Poland",1929.01.01
1907,"Miszkolc, Hungary",1907.01.01
1928,"Mitcau, Romania",1928.01.01
1925,"Mlawa, Poland",1925.01.01
1887,"Moers, Germany",1887.01.01
1893,"Moers, Germany",1893.01.01
1886,"Mogyoros, Czechoslovakia",1886.01.01
1902,"Mohacs, Hungary",1902.01.01
1926,"Moinesti, Romania",1926.01.01
1900,"Moiseiu, Romania",1900.01.01
1903,"Moiseiu, Romania",1903.01.01
1928,"Moiseiu, Romania",1928.01.01
1926,"Moisin, Romania",1926.01.01
1880,"Mol, Yugoslavia",1880.01.01
1921,"Monkash, Czechoslovakia",1921.01.01
1930,"Montevideo, Uruguay",1930.01.01
1865,"Mor, Hungary",1865.01.01
1878,"Mor, Hungary",1878.01.01
1904,"Mor, Hungary",1904.01.01
1908,"Mor, Hungary",1908.01.01
1892,"Moraseni, Romania",1892.01.01
1910,"Moravska Ostrava, Czechoslovakia",1910.01.01
1900,"Moros Wasarhej, Romania",1900.01.01
1907,"Mosif, Romania",1907.01.01
1893,"Mosonmagyarovar, Hungary",1893.01.01
1874,"Most,",1874.01.01
1891,"Muehlheim, Germany",1891.01.01
1884,"Muenchen, Germany",1884.01.01
1893,"Muenchen, Germany",1893.01.01
1900,"Muenchen, Germany",1900.01.01
1901,"Muenchen, Germany",1901.01.01
1903,"Muenster, Germany",1903.01.01
1895,"Mukacevo, Czechoslovakia",1895.01.01
1923,"Mukacevo, Czechoslovakia",1923.01.01
1925,"Mukacevo, Czechoslovakia",1925.01.01
1926,"Mukacevo, Czechoslovakia",1926.01.01
1931,"Mukacevo, Czechoslovakia",1931.01.01
1928,"Mukachevo Pass, Czechoslovakia",1928.01.01
1924,"Mukachevo, Czechoslovakia",1924.01.01
1928,"Mukachevo, Czechoslovakia",1928.01.01
1944,"Mukachevo, Czechoslovakia",1944.01.01
1900,"Muncaci, Czechoslovakia",1900.01.01
1918,"Munchen, Germany",1918.01.01
1912,"Munkac, Czechoslovakia",1912.01.01
1923,"Munkac, Czechoslovakia",1923.01.01
1899,"Munkacevo, Czechoslovakia",1899.01.01
1882,"Munkacs, Czechoslovakia",1882.01.01
1892,"Munkacs, Czechoslovakia",1892.01.01
1892,"Munkacs, Czechoslovakia",1892.01.01
1894,"Munkacs, Czechoslovakia",1894.01.01
1895,"Munkacs, Czechoslovakia",1895.01.01
1895,"Munkacs, Czechoslovakia",1895.01.01
1900,"Munkacs, Czechoslovakia",1900.01.01
1902,"Munkacs, Czechoslovakia",1902.01.01
1903,"Munkacs, Czechoslovakia",1903.01.01
1912,"Munkacs, Czechoslovakia",1912.01.01
1917,"Munkacs, Czechoslovakia",1917.01.01
1919,"Munkacs, Czechoslovakia",1919.01.01
1920,"Munkacs, Czechoslovakia",1920.01.01
1922,"Munkacs, Czechoslovakia",1922.01.01
1922,"Munkacs, Czechoslovakia",1922.01.01
1923,"Munkacs, Czechoslovakia",1923.01.01
1923,"Munkacs, Czechoslovakia",1923.01.01
1925,"Munkacs, Czechoslovakia",1925.01.01
1926,"Munkacs, Czechoslovakia",1926.01.01
1928,"Munkacs, Czechoslovakia",1928.01.01
1930,"Munkacs, Czechoslovakia",1930.01.01
1932,"Munkacs, Czechoslovakia",1932.01.01
1934,"Munkacs, Czechoslovakia",1934.01.01
1935,"Munkacs, Czechoslovakia",1935.01.01
1936,"Munkacs, Czechoslovakia",1936.01.01
1938,"Munkacs, Czechoslovakia",1938.01.01
1888,"Munkacz, Czechoslovakia",1888.01.01
1889,"Munkacz, Czechoslovakia",1889.01.01
1929,"Munkacz, Czechoslovakia",1929.01.01
1876,"Murska Sobota, Yugoslavia",1876.01.01
1894,"Murska Sobota, Yugoslavia",1894.01.01
1914,"Murska Sobota, Yugoslavia",1914.01.01
1924,"Murska Sobota, Yugoslavia",1924.01.01
1927,"Murska Sobota, Yugoslavia",1927.01.01
1921,"Muttersholtz, France",1921.01.01
1875,"Nachod, Czechoslovakia",1875.01.01
1939,"Nadaspatak, Czechoslovakia",1939.01.01
1925,"Nag Barod, Romania",1925.01.01
1903,"Nagy Banya, Romania",1903.01.01
1906,"Nagy Ecsed, Hungary",1906.01.01
1907,"Nagy Ecsed, Hungary",1907.01.01
1895,"Nagy Kanizsa, Hungary",1895.01.01
1915,"Nagy Sollos, Czechoslovakia",1915.01.01
1927,"Nagy Sollos, Czechoslovakia",1927.01.01
1928,"Nagy Sollos, Czechoslovakia",1928.01.01
1902,"Nagy Varad, Romania",1902.01.01
1906,"Nagy Varad, Romania",1906.01.01
1930,"Nagy Varad, Romania",1930.01.01
1882,"Nagyatad, Hungary",1882.01.01
1886,"Nagyatad, Hungary",1886.01.01
1886,"Nagyatad, Hungary",1886.01.01
